#TxPower,
#Random_RSSI,
#Distance
-61,-55,0.5
-61,-56,0.5
-61,-55,0.5
-61,-57,0.5
-61,-57,0.5
-61,-55,0.5
-61,-56,0.5
-61,-55,0.5
-61,-55,0.5
-61,-56,0.5
-61,-56,0.5
-61,-56,0.5
-61,-55,0.5
-61,-55,0.5
-61,-56,0.5
-61,-55,0.5
-61,-55,0.5
-61,-55,0.5
-61,-57,0.5
-61,-54,0.5
-61,-54,0.5
-61,-56,0.5
-61,-55,0.5
-61,-58,0.5
-61,-55,0.5
-61,-58,0.5
-61,-56,0.5
-61,-55,0.5
-61,-56,0.5
-61,-56,0.5
-61,-56,0.5
-61,-55,0.5
-61,-55,0.5
-61,-58,0.5
-61,-56,0.5
-61,-55,0.5
-61,-55,0.5
-61,-57,0.5
-61,-55,0.5
-61,-60,0.5
-61,-58,0.5
-61,-55,0.5
-61,-54,0.5
-61,-55,0.5
-61,-56,0.5
-61,-57,0.5
-61,-55,0.5
-61,-56,0.5
-61,-57,0.5
-61,-57,0.5
-61,-55,0.5
-61,-57,0.5
-61,-54,0.5
-61,-57,0.5
-61,-55,0.5
-61,-58,0.5
-61,-56,0.5
-61,-57,0.5
-61,-57,0.5
-61,-56,0.5
-61,-55,0.5
-61,-56,0.5
-61,-55,0.5
-61,-55,0.5
-61,-56,0.5
-61,-55,0.5
-61,-59,0.5
-61,-54,0.5
-61,-56,0.5
-61,-55,0.5
-61,-56,0.5
-61,-55,0.5
-61,-55,0.5
-61,-56,0.5
-61,-54,0.5
-61,-55,0.5
-61,-56,0.5
-61,-56,0.5
-61,-61,0.5
-61,-56,0.5
-61,-55,0.5
-61,-55,0.5
-61,-57,0.5
-61,-56,0.5
-61,-54,0.5
-61,-56,0.5
-61,-55,0.5
-61,-55,0.5
-61,-55,0.5
-61,-57,0.5
-61,-57,0.5
-61,-56,0.5
-61,-56,0.5
-61,-58,0.5
-61,-55,0.5
-61,-55,0.5
-61,-56,0.5
-61,-55,0.5
-61,-55,0.5
-61,-56,0.5
-61,-56,0.5
-61,-56,0.5
-61,-55,0.5
-61,-59,0.5
-61,-55,0.5
-61,-56,0.5
-61,-56,0.5
-61,-59,0.5
-61,-56,0.5
-61,-55,0.5
-61,-56,0.5
-61,-55,0.5
-61,-54,0.5
-61,-55,0.5
-61,-58,0.5
-61,-58,0.5
-61,-58,0.5
-61,-55,0.5
-61,-54,0.5
-61,-56,0.5
-61,-55,0.5
-61,-56,0.5
-61,-55,0.5
-61,-55,0.5
-61,-55,0.5
-61,-57,0.5
-61,-56,0.5
-61,-56,0.5
-61,-55,0.5
-61,-56,0.5
-61,-57,0.5
-61,-55,0.5
-61,-54,0.5
-61,-55,0.5
-61,-56,0.5
-61,-57,0.5
-61,-56,0.5
-61,-55,0.5
-61,-58,0.5
-61,-57,0.5
-61,-55,0.5
-61,-56,0.5
-61,-56,0.5
-61,-55,0.5
-61,-59,0.5
-61,-54,0.5
-61,-57,0.5
-61,-56,0.5
-61,-57,0.5
-61,-57,0.5
-61,-56,0.5
-61,-55,0.5
-61,-55,0.5
-61,-54,0.5
-61,-56,0.5
-61,-57,0.5
-61,-58,0.5
-61,-55,0.5
-61,-55,0.5
-61,-60,1
-61,-70,1
-61,-62,1
-61,-67,1
-61,-70,1
-61,-63,1
-61,-63,1
-61,-62,1
-61,-63,1
-61,-62,1
-61,-68,1
-61,-63,1
-61,-62,1
-61,-61,1
-61,-63,1
-61,-62,1
-61,-61,1
-61,-63,1
-61,-64,1
-61,-63,1
-61,-62,1
-61,-62,1
-61,-68,1
-61,-62,1
-61,-63,1
-61,-64,1
-61,-62,1
-61,-64,1
-61,-62,1
-61,-62,1
-61,-63,1
-61,-69,1
-61,-65,1
-61,-61,1
-61,-68,1
-61,-61,1
-61,-63,1
-61,-70,1
-61,-62,1
-61,-66,1
-61,-62,1
-61,-65,1
-61,-61,1
-61,-63,1
-61,-64,1
-61,-61,1
-61,-63,1
-61,-61,1
-61,-69,1
-61,-63,1
-61,-63,1
-61,-62,1
-61,-63,1
-61,-62,1
-61,-61,1
-61,-64,1
-61,-65,1
-61,-63,1
-61,-62,1
-61,-63,1
-61,-61,1
-61,-60,1
-61,-64,1
-61,-67,1
-61,-68,1
-61,-62,1
-61,-67,1
-61,-66,1
-61,-66,1
-61,-61,1
-61,-62,1
-61,-61,1
-61,-64,1
-61,-65,1
-61,-63,1
-61,-63,1
-61,-61,1
-61,-60,1
-61,-63,1
-61,-64,1
-61,-62,1
-61,-62,1
